timestamp,temp_ar,umidade_ar,light_hours_day,soil_moisture,fase,dias_ciclo,nitrogenio,fosforo,potassio,ph_solo,action_target,motivo
2025-11-17 01:00:00,22.7,70.0,0.0,63.9,frutificacao,75,180.0,50.2,310.6,5.8,0,condicoes dentro do ideal
2030-10-09 18:00:00,16.23,88.02,8.97,87.74,frutificacao,67,145.17,56.08,268.01,5.68,3,proteger: umidade alta (risco de fungos)
2025-10-04 11:00:00,19.4,76.0,2.0,69.5,muda,12,177.5,45.3,172.3,6.34,1,corrigir potassio fora da faixa
2031-03-10 23:00:00,20.99,85.05,10.99,72.89,muda,5,231.9,44.9,200.83,7.07,3,proteger: umidade alta (risco de fungos)
2030-09-04 15:00:00,28.25,27.56,6.13,52.46,colheita,111,179.83,48.14,292.77,6.13,2,irrigar: solo seco
2025-09-08 05:00:00,17.0,82.0,0.0,77.3,muda,21,244.3,30.7,177.8,6.03,1,corrigir potassio fora da faixa
2025-12-23 02:00:00,24.6,71.0,0.0,66.2,frutificacao,78,166.9,63.9,348.8,5.97,0,condicoes dentro do ideal
2025-09-30 03:00:00,18.3,72.0,0.0,74.3,frutificacao,65,138.2,51.8,263.3,5.98,1,corrigir nitrogenio fora da faixa
2025-03-21 07:00:00,17.6,84.0,0.0,74.8,frutificacao,84,150.8,48.2,290.9,6.48,0,condicoes dentro do ideal
2025-06-18 15:00:00,22.2,40.0,5.0,79.0,florescimento,40,176.6,63.5,253.3,5.5,0,condicoes dentro do ideal
2046-11-07 19:00:00,27.25,41.02,11.2,55.23,florescimento,56,185.61,61.06,252.15,6.08,2,irrigar: solo seco
2030-04-23 22:00:00,19.72,90.53,9.96,80.95,florescimento,30,183.18,63.04,213.15,5.78,3,proteger: umidade alta (risco de fungos)
2053-12-10 06:00:00,16.03,79.97,0.0,89.97,muda,20,231.6,33.21,219.62,5.19,2,reduzir irrigacao: solo encharcado
2028-06-08 04:00:00,16.17,88.75,0.0,77.72,florescimento,40,163.14,68.97,219.94,6.98,3,proteger: umidade alta (risco de fungos)
2045-02-24 18:00:00,32.11,25.96,8.98,54.32,florescimento,44,175.43,60.59,238.38,5.78,2,irrigar: solo seco
2025-12-12 01:00:00,24.6,35.0,0.0,70.4,muda,26,181.6,46.0,215.6,5.64,0,condicoes dentro do ideal
2028-06-27 11:00:00,17.19,84.45,1.01,74.58,colheita,108,116.96,44.09,346.43,6.15,3,proteger: umidade alta (risco de fungos)
2025-02-28 23:00:00,24.5,70.0,12.0,68.7,muda,28,228.8,33.2,261.9,5.97,0,condicoes dentro do ideal
2051-02-16 17:00:00,31.17,47.9,8.13,50.92,colheita,106,99.87,37.78,342.76,5.75,2,irrigar: solo seco
2025-12-30 14:00:00,28.6,52.0,5.0,72.7,muda,6,238.7,55.1,283.0,6.38,0,condicoes dentro do ideal
2025-10-10 10:00:00,15.8,88.0,1.0,78.7,muda,9,220.2,54.7,141.5,6.25,3,proteger: umidade alta (risco de fungos)
2026-12-09 04:00:00,19.8,90.09,0.0,75.58,florescimento,45,147.98,62.63,312.35,5.55,3,proteger: umidade alta (risco de fungos)
2026-10-16 06:00:00,17.46,86.9,0.0,82.3,florescimento,35,156.57,53.28,251.11,5.94,0,condicoes dentro do ideal
2025-03-02 12:00:00,27.3,54.0,3.0,62.6,colheita,114,129.8,67.4,281.3,6.54,1,corrigir nitrogenio fora da faixa
2038-02-27 15:00:00,31.98,26.19,5.86,49.7,florescimento,35,165.49,59.53,330.98,4.99,2,irrigar: solo seco
2025-09-16 03:00:00,17.7,77.0,0.0,72.6,frutificacao,82,199.5,57.0,295.2,5.94,0,condicoes dentro do ideal
2026-10-26 00:00:00,23.13,45.01,0.0,62.44,frutificacao,62,145.56,82.89,310.71,5.42,1,corrigir pH fora da faixa ideal
2049-02-27 17:00:00,31.65,33.91,8.23,52.68,frutificacao,72,146.26,73.93,293.51,5.26,2,irrigar: solo seco
2028-04-13 03:00:00,20.19,89.33,0.0,72.9,muda,11,223.65,44.1,212.1,5.8,3,proteger: umidade alta (risco de fungos)
2026-09-30 05:00:00,17.37,79.9,0.0,79.19,florescimento,53,211.58,58.92,273.5,6.61,0,condicoes dentro do ideal
2025-01-30 04:00:00,20.8,91.0,0.0,67.5,frutificacao,67,181.4,66.4,363.9,6.24,3,proteger: umidade alta (risco de fungos)
2025-06-18 08:00:00,13.6,81.0,0.0,78.9,frutificacao,89,183.2,48.3,391.3,6.29,1,corrigir potassio fora da faixa
2025-05-07 03:00:00,18.0,80.0,0.0,74.6,colheita,117,117.2,58.9,345.5,5.37,1,corrigir pH fora da faixa ideal
2026-10-01 04:00:00,22.21,39.89,0.0,68.13,frutificacao,79,183.29,41.55,364.43,5.89,1,corrigir potassio fora da faixa
2026-04-25 15:00:00,23.16,73.32,4.9,77.01,florescimento,41,151.71,62.06,209.16,6.25,0,condicoes dentro do ideal
2030-02-09 22:00:00,20.93,89.13,10.07,96.15,muda,3,257.15,60.37,185.71,5.12,3,proteger: umidade alta (risco de fungos)
2055-12-19 15:00:00,34.59,29.32,7.09,53.24,frutificacao,62,146.36,49.24,348.27,5.94,2,irrigar: solo seco
2027-01-31 09:00:00,20.72,90.2,0.0,70.88,colheita,93,135.75,61.63,364.86,5.97,3,proteger: umidade alta (risco de fungos)
2028-12-18 22:00:00,19.65,87.76,10.9,73.73,frutificacao,65,173.19,57.24,308.55,6.61,3,proteger: umidade alta (risco de fungos)
2028-11-03 11:00:00,19.24,87.11,2.05,74.2,muda,26,232.05,46.13,178.71,5.87,3,proteger: umidade alta (risco de fungos)
2026-04-17 19:00:00,25.09,62.58,10.07,66.05,colheita,105,157.25,52.37,361.62,6.35,1,corrigir potassio fora da faixa
2026-01-27 16:00:00,24.67,66.2,7.19,62.51,florescimento,51,172.17,60.14,293.3,6.26,0,condicoes dentro do ideal
2042-02-05 16:00:00,29.88,29.14,7.23,52.68,florescimento,32,198.37,52.65,249.94,5.84,2,irrigar: solo seco
2025-09-12 23:00:00,15.8,75.0,11.0,74.1,colheita,112,114.8,41.8,367.3,6.02,1,corrigir nitrogenio fora da faixa
2026-08-17 21:00:00,17.51,78.1,10.88,83.58,colheita,119,147.38,41.79,343.26,6.22,1,corrigir nitrogenio fora da faixa
2025-05-10 05:00:00,21.9,60.0,0.0,71.5,muda,22,199.2,39.8,267.1,6.83,1,corrigir pH fora da faixa ideal
2027-07-03 12:00:00,11.32,90.98,1.03,76.57,muda,8,241.7,52.93,163.6,6.34,3,proteger: umidade alta (risco de fungos)
2028-02-23 14:00:00,27.35,51.69,5.0,52.84,colheita,114,133.45,41.83,352.69,5.55,2,irrigar: solo seco
2026-07-11 00:00:00,14.41,77.7,0.0,79.18,florescimento,49,225.71,66.95,234.72,5.13,1,corrigir pH fora da faixa ideal
2027-11-17 14:00:00,25.87,61.39,6.13,66.17,florescimento,34,200.65,39.19,214.19,6.51,0,condicoes dentro do ideal
2026-01-26 16:00:00,30.12,50.19,6.9,57.62,florescimento,46,161.92,71.24,286.14,5.49,1,corrigir pH fora da faixa ideal
2028-11-29 16:00:00,33.76,24.87,8.37,54.3,florescimento,37,147.85,59.24,293.0,5.45,2,irrigar: solo seco
2026-01-14 12:00:00,20.59,67.05,3.07,65.96,florescimento,38,174.16,75.26,228.9,6.67,1,corrigir pH fora da faixa ideal
2045-11-25 16:00:00,32.92,24.68,7.68,53.64,florescimento,36,159.57,57.29,290.82,5.35,2,irrigar: solo seco
2042-01-16 16:00:00,29.56,46.39,7.03,53.16,florescimento,44,197.89,49.55,252.22,5.63,2,irrigar: solo seco
2025-10-13 16:00:00,23.9,60.0,7.0,66.3,frutificacao,80,135.1,68.5,337.5,6.31,1,corrigir nitrogenio fora da faixa
2026-09-21 04:00:00,23.43,55.12,0.0,74.55,muda,19,245.87,50.27,232.28,6.26,0,condicoes dentro do ideal
2035-12-23 18:00:00,33.41,27.14,9.04,52.46,muda,12,216.35,55.05,203.74,5.84,2,irrigar: solo seco
2026-06-12 02:00:00,10.64,77.34,0.0,85.89,frutificacao,82,146.56,73.17,333.76,6.92,1,corrigir pH fora da faixa ideal
2028-06-06 05:00:00,15.78,92.91,0.0,70.94,florescimento,54,141.33,60.37,282.77,6.46,3,proteger: umidade alta (risco de fungos)
2025-06-18 18:00:00,23.2,35.0,8.0,63.6,frutificacao,81,202.6,58.1,297.8,5.9,0,condicoes dentro do ideal
2026-06-02 20:00:00,22.26,58.12,9.92,68.4,florescimento,55,184.9,46.75,246.72,6.8,0,condicoes dentro do ideal
2031-10-28 10:00:00,18.21,90.35,0.0,81.48,florescimento,33,185.6,46.07,272.24,5.85,3,proteger: umidade alta (risco de fungos)
2029-05-26 07:00:00,16.55,89.14,0.0,70.05,colheita,115,152.4,42.78,343.69,5.69,3,proteger: umidade alta (risco de fungos)
2026-06-08 13:00:00,18.46,77.12,2.86,75.24,muda,19,202.99,49.81,219.12,6.39,0,condicoes dentro do ideal
2057-02-11 00:00:00,18.64,83.47,0.0,88.37,muda,14,195.6,49.24,236.94,6.02,2,reduzir irrigacao: solo encharcado
2025-12-18 15:00:00,22.2,61.0,6.0,69.8,frutificacao,86,198.2,67.8,355.7,6.86,1,corrigir pH fora da faixa ideal
2025-01-10 03:00:00,18.6,86.0,0.0,72.7,muda,29,232.1,61.2,247.7,5.91,3,proteger: umidade alta (risco de fungos)
2028-07-30 00:00:00,9.87,75.62,0.0,86.77,colheita,116,116.69,35.79,406.79,5.53,3,proteger: temperatura extrema
2026-08-26 08:00:00,13.93,83.56,0.0,75.84,frutificacao,87,163.77,70.13,352.23,6.14,1,corrigir potassio fora da faixa
2026-09-05 10:00:00,17.95,55.6,1.02,77.62,muda,0,194.18,52.56,332.4,6.04,0,condicoes dentro do ideal
2025-06-03 00:00:00,17.7,83.0,0.0,68.6,muda,16,219.1,47.0,290.7,6.58,0,condicoes dentro do ideal
2028-02-10 21:00:00,19.28,98.03,10.26,97.54,colheita,92,122.3,49.54,423.51,5.87,3,proteger: umidade alta (risco de fungos)
2027-10-28 04:00:00,17.9,86.56,0.0,67.41,florescimento,47,190.33,58.57,300.03,6.36,3,proteger: umidade alta (risco de fungos)
2026-10-13 23:00:00,20.25,76.39,12.04,71.74,frutificacao,69,106.28,76.93,341.91,6.27,1,corrigir nitrogenio fora da faixa
2049-10-30 16:00:00,27.57,54.97,7.81,54.63,muda,5,216.52,38.75,273.29,6.28,2,irrigar: solo seco
2028-10-10 06:00:00,15.33,94.89,0.0,72.63,florescimento,42,127.53,62.77,274.47,6.46,3,proteger: umidade alta (risco de fungos)
2030-09-10 08:00:00,14.28,87.37,0.0,83.58,frutificacao,73,158.41,59.4,353.46,5.98,3,proteger: umidade alta (risco de fungos)
2029-09-19 16:00:00,30.17,30.27,7.1,50.51,florescimento,37,202.07,60.43,231.51,5.65,2,irrigar: solo seco
2027-01-13 17:00:00,23.21,54.24,7.86,68.57,frutificacao,72,196.33,63.14,325.88,5.91,0,condicoes dentro do ideal
2044-10-31 16:00:00,27.45,54.22,8.22,55.5,muda,5,229.48,38.45,271.66,6.19,2,irrigar: solo seco
2047-10-14 23:00:00,12.49,76.34,12.41,87.78,frutificacao,73,193.18,58.34,342.66,5.38,2,reduzir irrigacao: solo encharcado
2033-10-14 18:00:00,31.98,23.82,9.05,51.95,florescimento,48,163.09,77.29,286.6,6.46,2,irrigar: solo seco
2048-07-14 08:00:00,12.2,77.86,0.0,83.73,colheita,119,165.42,52.8,333.58,6.6,2,reduzir irrigacao: solo encharcado
2026-08-07 10:00:00,13.15,86.98,0.0,80.85,muda,16,221.41,51.84,198.58,6.08,3,proteger: umidade alta (risco de fungos)
2026-02-20 14:00:00,29.68,45.74,4.9,57.48,colheita,102,157.08,57.17,308.27,6.15,0,condicoes dentro do ideal
2027-02-17 18:00:00,34.1,25.19,8.94,52.57,florescimento,51,198.43,66.6,259.59,5.91,2,irrigar: solo seco
2025-05-01 01:00:00,16.3,77.0,0.0,66.4,frutificacao,88,169.0,62.8,251.2,6.43,0,condicoes dentro do ideal
2025-11-16 03:00:00,19.5,81.0,0.0,67.6,florescimento,41,145.2,64.2,274.2,5.39,1,corrigir pH fora da faixa ideal
2038-12-01 07:00:00,17.9,84.02,0.0,85.9,colheita,103,155.49,41.89,400.59,6.86,2,reduzir irrigacao: solo encharcado
2031-06-06 08:00:00,15.97,87.45,0.0,69.84,frutificacao,81,181.7,60.22,322.49,6.3,3,proteger: umidade alta (risco de fungos)
2025-11-26 22:00:00,18.0,49.0,13.0,70.0,colheita,115,137.4,57.7,342.2,6.5,1,corrigir nitrogenio fora da faixa
2031-06-08 06:00:00,14.8,91.45,0.0,81.1,florescimento,49,160.44,51.29,239.47,5.66,3,proteger: umidade alta (risco de fungos)
2038-12-07 08:00:00,19.06,82.43,0.0,85.98,muda,0,270.17,46.66,252.84,5.89,2,reduzir irrigacao: solo encharcado
2030-03-22 21:00:00,19.25,92.58,9.04,83.3,muda,28,245.05,50.2,220.24,6.07,3,proteger: umidade alta (risco de fungos)
2030-08-26 09:00:00,15.86,88.11,0.0,88.22,frutificacao,86,149.9,35.76,271.19,6.25,3,proteger: umidade alta (risco de fungos)
2026-12-15 21:00:00,28.11,44.48,13.0,50.83,colheita,111,125.87,40.66,376.69,5.75,2,irrigar: solo seco
2025-08-18 04:00:00,15.2,85.0,0.0,79.0,muda,15,252.6,49.4,204.2,5.89,1,corrigir nitrogenio fora da faixa
2027-02-17 23:00:00,28.12,35.96,11.81,50.1,muda,12,228.14,62.45,191.0,6.09,2,irrigar: solo seco
2026-11-22 21:00:00,22.39,64.31,12.99,70.63,florescimento,38,181.7,60.21,270.37,5.88,0,condicoes dentro do ideal
2036-08-10 10:00:00,10.82,80.75,0.0,86.07,florescimento,46,152.1,63.51,318.27,5.62,2,reduzir irrigacao: solo encharcado
2043-12-23 18:00:00,34.8,30.54,9.05,52.88,frutificacao,79,172.95,53.44,361.3,5.77,2,irrigar: solo seco
2025-11-16 07:00:00,19.0,88.0,0.0,74.4,frutificacao,79,164.9,59.7,377.2,6.07,3,proteger: umidade alta (risco de fungos)
2027-10-26 14:00:00,27.58,33.98,4.89,69.15,florescimento,45,190.25,55.1,213.07,5.59,0,condicoes dentro do ideal
2025-04-24 10:00:00,18.6,84.0,0.0,67.8,florescimento,46,195.9,49.3,350.6,5.39,1,corrigir pH fora da faixa ideal
2028-02-05 06:00:00,20.41,89.74,0.0,70.06,colheita,88,131.54,43.08,435.12,6.06,3,proteger: umidade alta (risco de fungos)
2052-09-03 10:00:00,15.83,67.19,1.01,83.46,colheita,104,145.73,47.55,381.21,5.35,2,reduzir irrigacao: solo encharcado
2045-02-11 19:00:00,31.33,35.89,10.06,51.54,florescimento,46,200.71,61.38,278.96,5.45,2,irrigar: solo seco
2028-07-20 10:00:00,13.15,87.71,0.0,73.1,frutificacao,62,177.88,45.03,326.47,5.94,3,proteger: umidade alta (risco de fungos)
2026-04-07 04:00:00,16.69,83.61,0.0,74.56,muda,13,160.83,34.2,199.28,6.98,1,corrigir pH fora da faixa ideal
2026-06-07 14:00:00,20.19,66.87,4.14,66.71,florescimento,31,199.86,66.66,217.73,5.26,1,corrigir pH fora da faixa ideal
2026-02-15 05:00:00,20.75,89.92,0.0,71.19,florescimento,51,149.58,74.87,311.27,6.6,3,proteger: umidade alta (risco de fungos)
2025-12-05 10:00:00,17.7,77.0,2.0,74.8,muda,28,215.0,44.3,286.1,6.08,0,condicoes dentro do ideal
2026-01-16 03:00:00,21.39,80.64,0.0,69.69,florescimento,51,202.59,76.07,197.91,6.41,1,corrigir fosforo fora da faixa
2026-11-29 07:00:00,17.39,84.77,0.0,72.99,florescimento,55,183.41,60.78,243.18,5.97,0,condicoes dentro do ideal
2030-01-29 04:00:00,20.05,91.64,0.0,68.36,frutificacao,67,180.99,67.96,369.82,6.35,3,proteger: umidade alta (risco de fungos)
2038-10-03 19:00:00,32.47,18.35,10.21,52.52,florescimento,38,199.07,58.3,257.16,5.67,2,irrigar: solo seco
2026-12-24 09:00:00,22.8,59.24,0.0,63.94,frutificacao,72,149.88,60.9,358.05,5.12,1,corrigir pH fora da faixa ideal
2027-08-30 00:00:00,16.82,84.06,0.0,75.1,colheita,96,187.7,56.54,338.34,6.58,0,condicoes dentro do ideal
2026-10-24 06:00:00,13.43,82.05,0.0,73.91,colheita,111,153.47,50.22,330.14,7.02,0,condicoes dentro do ideal
2026-09-02 16:00:00,25.11,43.63,7.08,63.19,florescimento,36,203.44,68.98,295.26,5.39,1,corrigir pH fora da faixa ideal
2026-10-31 11:00:00,15.49,93.61,2.01,82.79,muda,7,233.12,38.7,182.34,5.17,3,proteger: umidade alta (risco de fungos)
2031-10-29 12:00:00,16.77,90.88,2.98,86.22,frutificacao,78,166.99,71.95,351.96,6.0,3,proteger: umidade alta (risco de fungos)
2026-10-03 07:00:00,17.4,80.37,0.0,75.24,muda,9,207.09,59.15,105.04,5.52,1,corrigir pH fora da faixa ideal
2030-12-11 22:00:00,20.92,86.88,13.68,75.04,colheita,96,168.35,51.61,298.65,5.6,3,proteger: umidade alta (risco de fungos)
2026-07-21 19:00:00,24.81,40.98,9.13,63.14,colheita,110,154.54,64.13,354.89,6.33,1,corrigir potassio fora da faixa
2031-01-24 04:00:00,21.51,87.32,0.0,71.95,muda,11,241.14,57.83,198.37,5.21,3,proteger: umidade alta (risco de fungos)
2026-06-08 12:00:00,16.82,81.82,2.04,69.14,florescimento,58,192.68,63.73,213.28,6.77,0,condicoes dentro do ideal
2027-04-25 22:00:00,17.87,91.28,7.97,80.35,florescimento,30,205.21,70.46,251.85,6.11,3,proteger: umidade alta (risco de fungos)
2030-12-16 05:00:00,17.46,96.18,0.0,66.23,colheita,96,162.27,44.6,342.68,5.73,3,proteger: umidade alta (risco de fungos)
2045-08-20 06:00:00,14.58,78.84,0.0,89.68,colheita,91,145.41,45.61,278.58,5.77,2,reduzir irrigacao: solo encharcado
2028-03-31 00:00:00,19.65,92.09,0.0,80.2,colheita,96,129.57,58.15,368.11,5.69,3,proteger: umidade alta (risco de fungos)
2025-09-01 16:00:00,25.4,41.0,7.0,60.2,colheita,96,157.8,37.4,373.0,6.3,1,corrigir potassio fora da faixa
2025-02-16 08:00:00,21.9,84.0,0.0,71.6,frutificacao,60,157.7,51.7,331.2,5.53,0,condicoes dentro do ideal
2030-02-01 01:00:00,21.36,92.35,0.0,77.04,muda,11,220.69,51.54,279.57,6.65,3,proteger: umidade alta (risco de fungos)
2026-01-23 22:00:00,26.88,62.85,13.39,64.71,muda,5,226.18,57.48,195.09,6.04,1,corrigir potassio fora da faixa
2031-02-06 02:00:00,22.31,82.96,0.0,87.94,colheita,116,154.58,43.98,367.26,5.9,2,reduzir irrigacao: solo encharcado
2026-12-27 23:00:00,24.58,75.23,11.35,77.69,florescimento,41,176.8,71.86,248.78,5.6,1,corrigir fosforo fora da faixa
