Nome: SAO PAULO - MIRANTE
Codigo Estacao: A701
Latitude: -23.4962888
Longitude: -46.6200666
Altitude: 785.64
Situacao: Operante
Data Inicial: 2025-01-01
Data Final: 2025-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2025-07-12;0400;0;-3,2;16,1;80;
2025-07-12;0500;0;-3,3;16,1;78;
2025-07-12;0600;0;-3,4;15,8;78;
2025-07-12;0700;0;-3,5;15,8;78;
2025-07-12;0800;0;-3,4;15,7;76;
2025-07-12;0900;0;-3,5;15,5;78;
2025-07-12;1000;0;4,9;15,4;79;
2025-07-12;1100;0;182,2;16,2;77;
2025-07-12;1200;0;653,9;17,4;74;
2025-07-12;1300;0;945,9;18,6;67;
2025-07-12;1400;0;1185;19,9;61;
2025-07-12;1500;0;1688,4;21,1;54;
2025-07-12;1600;0;2103,9;21,9;49;
2025-07-12;1700;0;2270,4;22,5;45;
2025-07-12;1800;0;1685,9;22,9;42;
2025-07-12;1900;0;1161,3;20,3;60;
2025-07-12;2000;0;240,6;19,6;52;
2025-07-12;2100;0;21,3;18,2;63;
2025-07-12;2200;0;-3,5;17,3;69;
2025-07-12;2300;0;-3,5;17;71;
2025-07-13;0000;0;-3,5;16,6;70;
2025-07-13;0100;0;-3,5;16,3;72;
2025-07-13;0200;0;-3,5;16,2;72;
2025-07-13;0300;0;-3,2;15,9;75;
2025-07-13;0400;0;-3,5;15,8;75;
2025-07-13;0500;0;-3,5;15,6;70;
2025-07-13;0600;0;-3,4;15,6;68;
2025-07-13;0700;0;-3,5;15,5;70;
2025-07-13;0800;0;-3,5;15,4;71;
2025-07-13;0900;0;-3,5;15,2;72;
2025-07-13;1000;0;6,7;15;71;
2025-07-13;1100;0;249,9;16,2;67;
2025-07-13;1200;0;741,8;17,2;64;
2025-07-13;1300;0;1747,1;18,5;51;
2025-07-13;1400;0;2271;20,6;43;
2025-07-13;1500;0;2278,8;21,1;40;
2025-07-13;1600;0;2574,3;21,9;39;
2025-07-13;1700;0;1778,7;22,1;35;
2025-07-13;1800;0;1785;22,9;38;
2025-07-13;1900;0;981,9;21,2;40;
2025-07-13;2000;0;328,9;19,5;34;
2025-07-13;2100;0;19,4;17,9;46;
2025-07-13;2200;0;-3,5;16,9;55;
2025-07-13;2300;0;-3,5;15,8;70;
2025-07-14;0000;0;-3,5;15,2;69;
2025-07-14;0100;0;-3,5;15;68;
2025-07-14;0200;0;-3,5;14,5;73;
2025-07-14;0300;0;-3,5;14,2;67;
2025-07-14;0400;0;-3,5;13,9;69;
2025-07-14;0500;0;-3,5;13,8;69;
2025-07-14;0600;0;-3,5;13,4;72;
2025-07-14;0700;0;-3,5;12,8;75;
2025-07-14;0800;0;-3,5;12,1;78;
2025-07-14;0900;0;-3,5;12;81;
2025-07-14;1000;0;6,4;11,8;84;
2025-07-14;1100;0;192,5;12,1;84;
2025-07-14;1200;0;613,6;13,8;79;
2025-07-14;1300;0;1648,9;15,6;69;
2025-07-14;1400;0;2188,6;18,1;64;
2025-07-14;1500;0;2410,5;19;57;
2025-07-14;1600;0;2440,3;20,4;48;
2025-07-14;1700;0;2171,6;21;34;
2025-07-14;1800;0;1721,2;22,2;36;
2025-07-14;1900;0;1035,3;21,4;37;
2025-07-14;2000;0;360,6;19,7;44;
2025-07-14;2100;0;16,8;17,4;58;
2025-07-14;2200;0;-3,5;15,9;69;
2025-07-14;2300;0;-3,5;15,1;77;
2025-07-15;0000;0;-3,5;14,2;81;
2025-07-15;0100;0;-3,5;13,8;83;
2025-07-15;0200;0;-3,5;13,2;85;
2025-07-15;0300;0;-3,5;12,9;85;
2025-07-15;0400;0;-3,5;12,7;86;
2025-07-15;0500;0;-3,5;12,4;87;
2025-07-15;0600;0;-3,5;11,9;85;
2025-07-15;0700;0;-3,5;11,2;85;
2025-07-15;0800;0;-3,5;10,6;83;
2025-07-15;0900;0;-3,5;10,7;84;
2025-07-15;1000;0;7,7;10,2;86;
2025-07-15;1100;0;138,4;12,2;79;
2025-07-15;1200;0;906,8;14,8;69;
2025-07-15;1300;0;1782,8;17,3;60;
2025-07-15;1400;0;2285,7;18,8;48;
2025-07-15;1500;0;2532,8;21;34;
2025-07-15;1600;0;2554,2;21,7;31;
2025-07-15;1700;0;2239,7;22,1;30;
2025-07-15;1800;0;1681,1;23;24;
2025-07-15;1900;0;1160,1;23;27;
2025-07-15;2000;0;411,3;20,5;33;
2025-07-15;2100;0;14,6;18;41;
2025-07-15;2200;0;-3,5;17,1;45;
2025-07-15;2300;0;-3,5;16,2;52;
2025-07-16;0000;0;-3,5;15,4;57;
2025-07-16;0100;0;-3,5;14,4;61;
2025-07-16;0200;0;-3,5;14;59;
2025-07-16;0300;0;-3,5;13,2;63;
2025-07-16;0400;0;-3,5;12,2;67;
2025-07-16;0500;0;-3,5;11,8;69;
2025-07-16;0600;0;-3,5;11,4;72;
2025-07-16;0700;0;-3,5;11;74;
2025-07-16;0800;0;-3,5;10,4;76;
2025-07-16;0900;0;-3,5;10,1;78;
2025-07-16;1000;0;5,9;10,2;80;
2025-07-16;1100;0;121,5;12,7;70;
2025-07-16;1200;0;921,2;15,3;59;
2025-07-16;1300;0;1845,7;18,5;46;
2025-07-16;1400;0;2319,2;20,8;36;
2025-07-16;1500;0;2603,1;22,2;28;
2025-07-16;1600;0;2518,6;23,8;23;
2025-07-16;1700;0;2283,8;23,6;24;
2025-07-16;1800;0;1799,6;23,6;24;
2025-07-16;1900;0;1158,8;22,9;23;
2025-07-16;2000;0;401,2;21,2;34;
2025-07-16;2100;0;18,4;18,5;46;
2025-07-16;2200;0;-3,5;17,8;50;
2025-07-16;2300;0;-3,5;16,8;38;
2025-07-17;0000;0;-3,5;15,4;45;
2025-07-17;0100;0;-3,5;14,7;52;
2025-07-17;0200;0;-3,5;14,6;53;
2025-07-17;0300;0;-3,5;13,9;56;
2025-07-17;0400;0;-3,5;13,4;55;
2025-07-17;0500;0;-3,5;13,3;60;
2025-07-17;0600;0;-3,5;12,4;60;
2025-07-17;0700;0;-3,5;11,8;61;
2025-07-17;0800;0;-3,5;11,4;63;
2025-07-17;0900;0;-3,5;11,7;64;
2025-07-17;1000;0;7,2;10,9;67;
2025-07-17;1100;0;148;13,8;60;
2025-07-17;1200;0;831,1;16;53;
2025-07-17;1300;0;1631,4;18,1;45;
2025-07-17;1400;0;2172,9;22,3;34;
2025-07-17;1500;0;2566,1;22,4;31;
2025-07-17;1600;0;2291,5;23,3;32;
2025-07-17;1700;0;2116,4;23,9;31;
2025-07-17;1800;0;1717;23,8;29;
2025-07-17;1900;0;1175,5;23,9;29;
2025-07-17;2000;0;438;22,8;31;
2025-07-17;2100;0;21,7;21,4;35;
2025-07-17;2200;0;-3,5;20,5;38;
2025-07-17;2300;0;-3,5;19,1;41;
2025-07-18;0000;0;-3,5;18,8;43;
2025-07-18;0100;0;-3,5;17,9;45;
2025-07-18;0200;0;-3,5;17,2;51;
2025-07-18;0300;0;-3,5;18,2;46;
2025-07-18;0400;0;-3,5;17,6;47;
2025-07-18;0500;0;-3,5;17,2;49;
2025-07-18;0600;0;-3,5;16;55;
2025-07-18;0700;0;-3,5;15,8;56;
2025-07-18;0800;0;-3,5;15,6;56;
2025-07-18;0900;0;-3,5;15,3;60;
2025-07-18;1000;0;8,5;16,5;52;
2025-07-18;1100;0;161,4;18;47;
2025-07-18;1200;0;560,5;18,7;46;
2025-07-18;1300;0;801,9;19,2;46;
2025-07-18;1400;0;2158,4;21,7;40;
2025-07-18;1500;0;2486,3;22,9;41;
2025-07-18;1600;0;2483,6;23,9;38;
2025-07-18;1700;0;1995,3;23,8;37;
2025-07-18;1800;0;1442,4;23,8;39;
2025-07-18;1900;0;861,5;18,7;61;
2025-07-18;2000;0;255,8;16,3;71;
2025-07-18;2100;0;17,9;15,2;78;
2025-07-18;2200;0;-2,1;15;80;
2025-07-18;2300;0;-2,5;14,8;79;
2025-07-19;0000;0;-3,5;13,6;78;
2025-07-19;0100;0;-3,5;13,2;78;
2025-07-19;0200;0;-3,5;13,3;72;
2025-07-19;0300;0;-3,5;13,2;65;
2025-07-19;0400;0;-3,5;12,7;65;
2025-07-19;0500;0;-3,5;12,3;64;
2025-07-19;0600;0;-3,5;12,2;65;
2025-07-19;0700;0;-3,5;11,8;70;
2025-07-19;0800;0;-3,5;11,5;70;
2025-07-19;0900;0;-3,5;11,2;72;
2025-07-19;1000;0;6,4;10,8;76;
2025-07-19;1100;0;145,2;13,1;68;
2025-07-19;1200;0;921,4;15;59;
2025-07-19;1300;0;1813,3;16,3;52;
2025-07-19;1400;0;2306,2;17,7;47;
2025-07-19;1500;0;2576,7;18,5;43;
2025-07-19;1600;0;2616,2;19,6;38;
2025-07-19;1700;0;2400,9;21;38;
2025-07-19;1800;0;1875,8;21,2;40;
2025-07-19;1900;0;1083,8;19,8;47;
2025-07-19;2000;0;463,2;17,2;57;
2025-07-19;2100;0;35;14,2;70;
2025-07-19;2200;0;-3,5;13,3;76;
2025-07-19;2300;0;-3,4;13,3;77;
2025-07-20;0000;0;-,3;13,5;77;
2025-07-20;0100;0;-,5;13,6;77;
2025-07-20;0200;0;-,8;13,6;76;
2025-07-20;0300;0;-1,6;13;74;
2025-07-20;0400;0;-1,7;12,8;75;
2025-07-20;0500;0;-1,4;12,8;76;
2025-07-20;0600;0;-1,7;12,7;76;
2025-07-20;0700;0;-1,7;12,4;77;
2025-07-20;0800;0;-1,8;12,2;79;
2025-07-20;0900;0;-1,6;12,4;77;
2025-07-20;1000;0;3,8;12,4;77;
2025-07-20;1100;0;95,1;11,8;80;
2025-07-20;1200;0;212,4;12,8;78;
2025-07-20;1300;0;386,2;13,4;76;
2025-07-20;1400;0;659,1;14,3;72;
2025-07-20;1500;0;1405,5;16,5;63;
2025-07-20;1600;0;2468,7;17,6;62;
2025-07-20;1700;0;2191,1;18,7;54;
2025-07-20;1800;0;2059,2;19,7;50;
2025-07-20;1900;0;1110,9;20,2;51;
2025-07-20;2000;0;470,9;17,9;62;
2025-07-20;2100;0;28,5;15,3;74;
2025-07-20;2200;0;-3,5;14,7;78;
2025-07-20;2300;0;-1,3;14,6;79;
2025-07-21;0000;0;-1;14,4;80;
2025-07-21;0100;0;-,5;14,8;80;
2025-07-21;0200;0;-,9;14,9;79;
2025-07-21;0300;0;-,6;14,8;78;
2025-07-21;0400;0;-1,3;14,6;80;
2025-07-21;0500;0;-1,7;14,4;80;
2025-07-21;0600;0;-1,1;14,3;81;
2025-07-21;0700;0;-,8;14;81;
2025-07-21;0800;0;-1,8;13,8;82;
2025-07-21;0900;0;-,3;13,2;85;
2025-07-21;1000;0;6,3;13,2;86;
2025-07-21;1100;0;110,3;13,5;85;
2025-07-21;1200;0;383,8;14,3;83;
2025-07-21;1300;0;1066,9;15,9;75;
2025-07-21;1400;0;2209,5;18;65;
2025-07-21;1500;0;2469,2;20,4;58;
2025-07-21;1600;0;2413,3;22,7;51;
2025-07-21;1700;0;2211,9;23,7;46;
2025-07-21;1800;0;1721,3;25,1;41;
2025-07-21;1900;0;876,7;24,6;40;
2025-07-21;2000;0;342;20,6;59;
2025-07-21;2100;0;26,8;17,2;74;
2025-07-21;2200;0;-3,5;15,9;80;
2025-07-21;2300;0;-3,5;15,4;84;
2025-07-22;0000;0;-3,5;15,1;85;
2025-07-22;0100;0;-3,5;14,9;86;
2025-07-22;0200;0;-3,5;14,8;87;
2025-07-22;0300;0;-3,5;14,4;87;
2025-07-22;0400;0;-3,5;14,4;89;
2025-07-22;0500;0;-3,5;13,8;90;
2025-07-22;0600;0;-3,5;13,6;91;
2025-07-22;0700;0;-1,4;13,8;93;
2025-07-22;0800;0;-2,6;13,8;93;
2025-07-22;0900;0;-3,5;13,5;93;
2025-07-22;1000;0;8,1;13,4;93;
2025-07-22;1100;0;229,3;14,5;93;
2025-07-22;1200;0;910,1;17,3;76;
2025-07-22;1300;0;1679,8;19,2;67;
2025-07-22;1400;0;2137,4;22;52;
2025-07-22;1500;0;2428,2;23,5;39;
2025-07-22;1600;0;2205,6;23,5;43;
2025-07-22;1700;0;1573,3;24,4;41;
2025-07-22;1800;0;1852,4;24,8;33;
2025-07-22;1900;0;1182,5;24,1;35;
2025-07-22;2000;0;460,8;23,3;37;
2025-07-22;2100;0;25,5;21,8;42;
2025-07-22;2200;0;-3,5;20,9;44;
2025-07-22;2300;0;-3,5;18,6;56;
2025-07-23;0000;0;-3,5;17,6;62;
2025-07-23;0100;0;-3,5;17,2;63;
2025-07-23;0200;0;-3,5;17;62;
2025-07-23;0300;0;-3,5;16,5;64;
2025-07-23;0400;0;-3,5;16,1;61;
2025-07-23;0500;0;-3,5;15,2;66;
2025-07-23;0600;0;-3,5;14,6;68;
2025-07-23;0700;0;-3,5;14,5;71;
2025-07-23;0800;0;-3,5;13,6;71;
2025-07-23;0900;0;-3,5;13,4;74;
2025-07-23;1000;0;7,6;12,9;76;
2025-07-23;1100;0;146,7;15,4;69;
2025-07-23;1200;0;924,6;18;57;
2025-07-23;1300;0;1836;19,7;43;
2025-07-23;1400;0;2314,5;20,4;41;
2025-07-23;1500;0;2574,2;21,9;32;
2025-07-23;1600;0;2596,1;21,7;35;
2025-07-23;1700;0;2321,7;21,3;42;
2025-07-23;1800;0;1830,9;21,3;45;
2025-07-23;1900;0;1146,5;20,2;45;
2025-07-23;2000;0;463,3;18,5;51;
2025-07-23;2100;0;22,6;16,2;63;
2025-07-23;2200;0;-3,5;14,8;71;
2025-07-23;2300;0;-3,5;14,2;75;
2025-07-24;0000;0;-3,5;13,9;75;
2025-07-24;0100;0;-3,5;13,3;77;
2025-07-24;0200;0;-3,3;13,8;75;
2025-07-24;0300;0;-3,1;14,1;75;
2025-07-24;0400;0;-3,4;13,6;79;
2025-07-24;0500;0;-3,5;13,7;80;
2025-07-24;0600;0;-2,8;13,9;81;
2025-07-24;0700;0;-2,1;14;82;
2025-07-24;0800;0;-3,2;14,2;82;
2025-07-24;0900;0;-2,5;14,1;80;
2025-07-24;1000;0;6,6;13,6;84;
2025-07-24;1100;0;331,1;14,8;79;
2025-07-24;1200;0;699;15,4;74;
2025-07-24;1300;0;1344,8;16,2;70;
2025-07-24;1400;0;1450,8;17;68;
2025-07-24;1500;0;1642,2;18,4;63;
2025-07-24;1600;0;2626,8;20,2;52;
2025-07-24;1700;0;2285,9;20,5;48;
2025-07-24;1800;0;1619,2;19,9;60;
2025-07-24;1900;0;1138;18,5;65;
2025-07-24;2000;0;210;17,2;71;
2025-07-24;2100;0;18,7;16,6;73;
2025-07-24;2200;0;-2,1;16,1;73;
2025-07-24;2300;0;-3,5;15,8;75;
2025-07-25;0000;0;-3,5;15,5;76;
2025-07-25;0100;0;-3,2;15,3;77;
2025-07-25;0200;0;-3,1;15,3;78;
2025-07-25;0300;0;-1,5;15,3;80;
2025-07-25;0400;0;-1,9;15,4;80;
2025-07-25;0500;0;-2,6;15,4;80;
2025-07-25;0600;0;-3,5;14,8;83;
2025-07-25;0700;0;-3,5;14,5;84;
2025-07-25;0800;0;-3,5;14,3;86;
2025-07-25;0900;0;-3,4;14,7;84;
2025-07-25;1000;0;8,1;14,8;84;
2025-07-25;1100;0;192,6;15,4;83;
2025-07-25;1200;0;333,3;15,7;81;
2025-07-25;1300;0;307,4;16;79;
2025-07-25;1400;0;308,4;15,9;80;
2025-07-25;1500;0;265,8;16,7;76;
2025-07-25;1600;3;346,8;16;87;
2025-07-25;1700;,8;293,6;16,1;88;
2025-07-25;1800;0;913,3;17;84;
2025-07-25;1900;0;454,2;17,3;82;
2025-07-25;2000;0;461,4;16,9;81;
2025-07-25;2100;0;31,8;15,9;86;
2025-07-25;2200;0;-3,5;15,6;87;
2025-07-25;2300;0;-3,4;15,4;88;
2025-07-26;0000;0;-2,6;15,2;88;
2025-07-26;0100;0;-3,3;15;88;
2025-07-26;0200;0;-3,5;14,7;86;
2025-07-26;0300;0;-3,5;14,4;89;
2025-07-26;0400;0;-3,5;13,7;91;
2025-07-26;0500;0;-1,9;14,2;89;
2025-07-26;0600;0;-2,8;14,3;87;
2025-07-26;0700;0;-3;14,4;86;
2025-07-26;0800;0;-2,6;14,3;86;
2025-07-26;0900;0;-2,6;14,2;86;
2025-07-26;1000;0;7,4;14;86;
2025-07-26;1100;0;148,1;14,2;87;
2025-07-26;1200;0;398,5;14,7;85;
2025-07-26;1300;0;917,7;15,8;77;
2025-07-26;1400;0;1745;17,2;71;
2025-07-26;1500;0;2613,4;19,9;60;
2025-07-26;1600;0;2674,3;21,1;52;
2025-07-26;1700;0;2456,9;22,5;49;
2025-07-26;1800;0;1979,6;23,9;45;
2025-07-26;1900;0;1327,3;24,3;42;
2025-07-26;2000;0;598,3;22,8;50;
2025-07-26;2100;0;38,2;20,5;56;
2025-07-26;2200;0;-3,5;18,9;66;
2025-07-26;2300;0;-3,5;17,9;71;
2025-07-27;0000;0;-3,5;17,2;74;
2025-07-27;0100;0;-3,5;16;80;
2025-07-27;0200;0;-3,5;15;83;
2025-07-27;0300;0;-3,5;14,9;83;
2025-07-27;0400;0;-3,5;14,5;85;
2025-07-27;0500;0;-3,5;14,1;87;
2025-07-27;0600;0;-3,5;13,8;88;
2025-07-27;0700;0;-3,5;13,4;89;
2025-07-27;0800;0;-3,5;13,6;91;
2025-07-27;0900;,2;-3,5;13,2;91;
2025-07-27;1000;0;15,1;13,1;91;
2025-07-27;1100;null;null;null;null;
2025-07-27;1200;0;672,5;15,2;89;
2025-07-27;1300;0;1885,8;18,4;68;
2025-07-27;1400;0;2369,2;21,2;55;
2025-07-27;1500;0;2616,5;23,7;50;
2025-07-27;1600;0;2640,8;26,7;32;
2025-07-27;1700;0;2437,1;27,1;28;
2025-07-27;1800;0;1970,3;27,4;26;
2025-07-27;1900;0;1318,9;27,3;26;
2025-07-27;2000;0;543,5;26,3;28;
2025-07-27;2100;0;20,8;24,4;34;
2025-07-27;2200;0;-3,5;21,8;44;
2025-07-27;2300;0;-3,5;21,2;45;
2025-07-28;0000;0;-3,5;21,9;45;
2025-07-28;0100;0;-3,5;21,3;49;
2025-07-28;0200;0;-3,5;21;50;
2025-07-28;0300;0;-3,5;21,9;47;
2025-07-28;0400;0;-3,5;22,5;44;
2025-07-28;0500;0;-3,5;22;45;
2025-07-28;0600;null;null;null;null;
2025-07-28;0700;0;-2,5;19,9;56;
2025-07-28;0800;3,2;-2,9;16,5;82;
2025-07-28;0900;3,4;-3,1;14,8;85;
2025-07-28;1000;1,2;1,6;15,4;83;
2025-07-28;1100;,2;70;16,9;73;
2025-07-28;1200;0;636,8;17,8;70;
2025-07-28;1300;0;1665,8;19,1;64;
2025-07-28;1400;0;1508,1;19,8;62;
2025-07-28;1500;0;2284,9;21,3;55;
2025-07-28;1600;0;2334,4;21,2;57;
2025-07-28;1700;0;1993,7;20,1;62;
2025-07-28;1800;0;1472,4;20,4;62;
2025-07-28;1900;0;927,1;20,8;63;
2025-07-28;2000;0;610,2;20,7;62;
2025-07-28;2100;0;31,9;19,8;65;
2025-07-28;2200;0;-3,5;18,9;70;
2025-07-28;2300;0;-3,5;18,7;72;
2025-07-29;0000;0;-3,5;18,8;67;
2025-07-29;0100;0;-3,5;18,2;70;
2025-07-29;0200;0;-3,4;17,7;72;
2025-07-29;0300;0;-3,5;16,9;72;
2025-07-29;0400;0;-3,5;16,3;73;
2025-07-29;0500;0;-3,5;15,9;73;
2025-07-29;0600;0;-3;15,2;67;
2025-07-29;0700;0;-2,8;14,3;63;
2025-07-29;0800;0;-3,3;13,5;63;
2025-07-29;0900;0;-3,5;12,2;69;
2025-07-29;1000;0;13,2;11,7;70;
2025-07-29;1100;0;271,7;12,9;55;
2025-07-29;1200;0;1308,5;15,3;48;
2025-07-29;1300;0;1999,1;15,4;42;
2025-07-29;1400;0;2520,8;16,6;38;
2025-07-29;1500;0;2769,1;17,1;32;
2025-07-29;1600;0;2810;18,9;25;
2025-07-29;1700;0;2589,3;19,4;24;
2025-07-29;1800;0;2119,7;19,9;17;
2025-07-29;1900;0;1464,1;19,4;16;
2025-07-29;2000;0;639,7;18,3;18;
2025-07-29;2100;0;22,4;14,6;56;
2025-07-29;2200;0;-3,5;13,3;60;
2025-07-29;2300;0;-3,5;12;66;
2025-07-30;0000;0;-3,5;11,6;69;
2025-07-30;0100;0;-3,5;11;73;
2025-07-30;0200;0;-3,5;10,7;73;
2025-07-30;0300;0;-3,5;10;74;
2025-07-30;0400;0;-3,5;9,8;78;
2025-07-30;0500;0;-3,5;9,5;79;
2025-07-30;0600;0;-3,5;9;81;
2025-07-30;0700;0;-3,5;8,5;83;
2025-07-30;0800;0;-3,5;8;83;
2025-07-30;0900;0;-3,5;8,4;82;
2025-07-30;1000;0;10,5;8,9;81;
2025-07-30;1100;0;351,7;11,4;69;
2025-07-30;1200;0;1360,4;12,7;62;
2025-07-30;1300;0;1643,5;13,4;55;
2025-07-30;1400;0;2192,1;15,3;49;
2025-07-30;1500;0;2517,9;16,5;45;
2025-07-30;1600;0;2779,9;16,3;46;
2025-07-30;1700;0;2505;16,9;44;
2025-07-30;1800;0;2012,9;16,9;43;
2025-07-30;1900;0;1367,6;16,2;43;
2025-07-30;2000;0;590,2;14,6;52;
2025-07-30;2100;0;30,1;12,5;60;
2025-07-30;2200;0;-3,5;11,3;63;
2025-07-30;2300;0;-3,5;10,3;72;
2025-07-31;0000;0;-3,5;9,9;76;
2025-07-31;0100;0;-3,5;9,8;78;
2025-07-31;0200;0;-3,5;9,5;80;
2025-07-31;0300;0;-3,5;9,3;81;
2025-07-31;0400;0;-3,5;9,1;81;
2025-07-31;0500;0;-3,5;8,7;84;
2025-07-31;0600;0;-3,1;9;84;
2025-07-31;0700;0;-2,3;9,4;85;
2025-07-31;0800;0;-3,4;9,7;84;
2025-07-31;0900;0;-3,5;9,3;84;
2025-07-31;1000;0;15,9;9,5;81;
2025-07-31;1100;0;263,9;9,8;78;
2025-07-31;1200;0;779;11,5;71;
2025-07-31;1300;0;1942,6;13,4;65;
2025-07-31;1400;0;2524,3;14,6;61;
2025-07-31;1500;0;2721,3;16;52;
2025-07-31;1600;0;2763,2;17,6;47;
2025-07-31;1700;0;2546,6;18,9;41;
2025-07-31;1800;0;2032,8;19,6;42;
2025-07-31;1900;0;1363,6;19,2;47;
2025-07-31;2000;0;590,6;16,6;62;
2025-07-31;2100;0;32,7;14,3;73;
2025-07-31;2200;0;-3,5;13,3;77;
2025-07-31;2300;0;-3,4;13,4;77;
2025-08-01;0000;0;-1,1;13,3;78;
2025-08-01;0100;0;-1,7;13,3;78;
2025-08-01;0200;0;-3,2;12,6;80;
2025-08-01;0300;0;-3,5;12;84;
2025-08-01;0400;0;-3,5;11,7;86;
2025-08-01;0500;0;-3,5;11,5;86;
2025-08-01;0600;0;-3,5;11,5;87;
2025-08-01;0700;0;-3,5;11,4;85;
2025-08-01;0800;0;-3;11,2;86;
2025-08-01;0900;0;-2;10,9;86;
2025-08-01;1000;0;11,7;10,9;86;
2025-08-01;1100;0;216,3;11,6;85;
2025-08-01;1200;0;837,2;12,6;77;
2025-08-01;1300;0;1908,7;15,2;66;
2025-08-01;1400;0;2504,5;16,1;62;
2025-08-01;1500;0;2783,3;18,6;54;
2025-08-01;1600;0;2780,3;20,5;48;
2025-08-01;1700;0;2536,5;21,8;41;
2025-08-01;1800;0;2074,7;23,2;34;
2025-08-01;1900;0;1400,7;23,1;36;
2025-08-01;2000;0;605,5;21,6;40;
2025-08-01;2100;0;26,1;18,9;49;
2025-08-01;2200;0;-3,5;18,1;55;
2025-08-01;2300;0;-3,5;17,2;59;
2025-08-02;0000;0;-3,5;15,7;67;
2025-08-02;0100;0;-3,5;14,7;73;
2025-08-02;0200;0;-3,5;14,9;70;
2025-08-02;0300;0;-3,5;14,6;71;
2025-08-02;0400;0;-3,5;13,6;74;
2025-08-02;0500;0;-3,5;13,3;76;
2025-08-02;0600;0;-3,5;13;79;
2025-08-02;0700;0;-3,5;12,3;82;
2025-08-02;0800;0;-3,5;11,3;88;
2025-08-02;0900;0;-3,5;10,7;88;
2025-08-02;1000;0;18;11,2;89;
2025-08-02;1100;0;303,3;13,5;80;
2025-08-02;1200;0;1336,6;14,2;74;
2025-08-02;1300;0;1893,3;17,8;60;
2025-08-02;1400;0;2357,7;20,1;48;
2025-08-02;1500;0;2556,7;22,8;39;
2025-08-02;1600;0;2693,2;25,1;28;
2025-08-02;1700;0;2403,4;26,1;25;
2025-08-02;1800;0;1774,6;26,4;25;
2025-08-02;1900;0;1185,7;25,8;21;
2025-08-02;2000;0;482,2;24,2;24;
2025-08-02;2100;0;38,3;21,2;31;
2025-08-02;2200;0;-3,5;19,2;50;
2025-08-02;2300;0;-3,5;18,8;55;
2025-08-03;0000;0;-3,5;17,9;53;
2025-08-03;0100;0;-3,5;16,8;56;
2025-08-03;0200;0;-3,5;16,3;58;
2025-08-03;0300;0;-3,5;14,8;63;
2025-08-03;0400;0;-3,5;14,7;65;
2025-08-03;0500;0;-3,5;13,9;68;
2025-08-03;0600;0;-3,5;13,8;69;
2025-08-03;0700;0;-3,5;13,3;73;
2025-08-03;0800;0;-3,5;11,9;78;
2025-08-03;0900;0;-3,5;11,6;78;
2025-08-03;1000;0;26,1;12,3;74;
2025-08-03;1100;0;350,7;14,9;68;
2025-08-03;1200;0;1292,4;18,5;47;
2025-08-03;1300;0;2079,5;20,8;38;
2025-08-03;1400;0;2445,5;22,2;32;
2025-08-03;1500;0;2734,3;23,3;29;
2025-08-03;1600;0;2449,1;23,9;26;
2025-08-03;1700;0;2313,8;25;24;
2025-08-03;1800;0;2045;25,6;23;
2025-08-03;1900;0;1621,9;26,3;20;
2025-08-03;2000;0;574,5;24,6;19;
2025-08-03;2100;0;44,6;22,6;23;
2025-08-03;2200;0;-3,5;21,2;28;
2025-08-03;2300;0;-3,5;20,1;29;
2025-08-04;0000;0;-3,5;18,6;35;
2025-08-04;0100;0;-3,5;18,4;37;
2025-08-04;0200;0;-3,5;17,3;42;
2025-08-04;0300;0;-3,5;15,5;50;
2025-08-04;0400;0;-3,5;14,5;72;
2025-08-04;0500;0;-3,5;13,9;71;
2025-08-04;0600;0;-3,5;13,9;70;
2025-08-04;0700;0;-3,5;13,7;66;
2025-08-04;0800;0;-3,5;13;69;
2025-08-04;0900;0;-3,5;12,9;70;
2025-08-04;1000;0;21,7;12,4;73;
2025-08-04;1100;0;252,3;14;67;
2025-08-04;1200;0;489,2;15,4;62;
2025-08-04;1300;0;1008,9;17,2;54;
2025-08-04;1400;0;1429,7;20,5;42;
2025-08-04;1500;0;1800,6;21,7;33;
2025-08-04;1600;0;2131,4;22,5;30;
2025-08-04;1700;0;1386,6;22,5;28;
2025-08-04;1800;0;1010,7;22,2;26;
2025-08-04;1900;0;550,7;19,8;58;
2025-08-04;2000;0;171,4;17,5;69;
2025-08-04;2100;0;18,9;16,5;68;
2025-08-04;2200;0;-3,5;15,9;76;
2025-08-04;2300;0;-3,5;15,7;75;
2025-08-05;0000;null;null;null;null;
2025-08-05;0100;0;-3,5;14,9;79;
2025-08-05;0200;0;-3,5;14,8;81;
2025-08-05;0300;0;-3,5;14,6;81;
2025-08-05;0400;0;-3,5;14,5;81;
2025-08-05;0500;0;-3,5;14,7;81;
2025-08-05;0600;0;-3,5;14,3;83;
2025-08-05;0700;0;-2,5;14,2;82;
2025-08-05;0800;0;-2,8;14,4;81;
2025-08-05;0900;0;-2,8;14,5;79;
2025-08-05;1000;0;10,4;14,7;78;
2025-08-05;1100;0;182,9;15,3;76;
2025-08-05;1200;0;361,4;15,9;74;
